Date,AAPL,MSFT,AMZN,GOOG
2020-01-02,72.77660582997152,153.4282456163035,94.90049743652344,68.18681335449219
2020-01-03,72.77172916472097,152.68370535175205,94.30999755859376,68.43940351728152
2020-01-06,72.62165386110323,151.87230794316667,95.18450164794922,69.66345923216974
2020-01-07,72.84923143823697,152.4164068417858,95.69450378417967,69.92153470711604
2020-01-08,73.70627127642481,153.49510448810574,95.5500030517578,70.33751521494523
2020-01-09,75.15648731833909,154.85058515825207,95.89099884033205,71.17597625297427
2020-01-10,75.69879404161257,155.8051735619528,95.34700012207033,71.48784974028622
2020-01-13,76.76405445807666,155.89106273635204,94.9000015258789,71.81366484523728
2020-01-14,76.88511195829709,156.16790019811782,94.35549926757812,71.8709640363411
2020-01-15,76.3839404992497,156.49243609343492,93.94300079345705,71.77879789678663
2020-01-16,76.43236486391163,158.68798178601898,94.27950286865234,72.27301191223528
2020-01-17,77.16835535095495,159.8620979437721,94.33200073242188,73.76011367358568
2020-01-20,77.16835535095495,159.8620979437721,94.33200073242188,73.76011367358568
2020-01-21,77.23614144709862,160.54937000352857,94.7135009765625,74.22492509167162
2020-01-22,77.4710093927943,159.88116096936955,95.125,74.75799134476836
2020-01-23,77.3668937772688,159.22250087718146,94.4990005493164,74.4052768729522
2020-01-24,78.2796239983564,159.91935335669822,94.74949645996094,74.44015119797305
2020-01-27,75.48090092368226,155.95788658346538,92.0500030517578,71.56955866813779
2020-01-28,77.08604612277858,158.229749659442,92.90550231933594,72.47726605072009
2020-01-29,79.37392820388496,161.0839104943588,93.7375030517578,72.94258029676281
2020-01-30,78.46362551493233,166.14317230881892,93.64350128173828,72.49967445504653
2020-01-31,78.1222655759737,164.56813798410553,102.78600311279295,73.21807678829367
2020-02-03,75.89731214570682,166.57273484253994,102.4250030517578,74.04657296301339
2020-02-04,77.3862719133486,172.43378968983822,102.98999786376952,73.10199650551328
2020-02-05,78.62585099313237,175.83207759357578,103.5510025024414,72.96449562114519
2020-02-06,78.73720276650342,175.46933477716024,102.81500244140624,73.81042993755283
2020-02-07,78.48238543817546,177.19710768250593,104.92649841308594,73.9942677344084
2020-02-10,78.0334243774414,180.26126392824392,106.77999877929688,75.17149956935405
2020-02-11,78.60373238920275,182.03680069987925,109.29750061035156,76.21771113263144
2020-02-12,79.40943007689862,177.40705821012114,109.0124969482422,75.74043633057408
2020-02-13,79.16674472243865,177.76984376399173,108.51399993896484,76.02191687395778
2020-02-14,79.10851777495836,176.98709678584612,107.9520034790039,75.72797967828164
2020-02-17,79.10851777495836,176.98709678584612,107.9520034790039,75.72797967828164
2020-02-18,77.59660579717271,179.17306076378034,108.30349731445312,76.25158520613671
2020-02-19,78.76632223582008,180.12189205359857,109.25499725341795,76.2605518097851
2020-02-20,78.78575023333428,179.23172105937135,108.8395004272461,76.07770834757048
2020-02-21,77.76650347779221,175.6423175383204,107.22750091552734,75.27462206552566
2020-02-24,73.8181119648714,167.0755587186096,101.96499633789062,71.55959279941615
2020-02-25,73.41769559790279,167.35310504591126,101.7300033569336,71.58300697779833
2020-02-26,72.28923357582319,165.84079671755148,100.7334976196289,70.42819845561333
2020-02-27,69.40621629434781,159.87756226966422,98.75,68.2226873655206
2020-02-28,67.56426328843753,156.69974059416424,94.48799896240234,66.88005259105421
2020-03-02,73.15314706398571,165.51533756180737,97.72550201416016,69.1229231286208
2020-03-03,73.77442519005979,167.50626337555664,99.81649780273438,70.15518082920593
2020-03-04,73.62880458228122,163.39042767558934,98.9000015258789,68.88927512353104
2020-03-05,72.69450423193115,163.5531294844052,98.03600311279295,67.4370414491301
2020-03-06,70.57590748684923,156.12546214910608,95.5435028076172,64.90222218354712
2020-03-09,67.48661751740467,150.99496265942608,93.13849639892578,62.4102598340368
2020-03-10,69.51297346708441,154.13448030155593,94.7135009765625,63.56208346017073
2020-03-11,68.24620108036899,150.9470862685925,93.56600189208984,62.61949838943698
2020-03-12,65.52333888472222,146.8982192378837,88.25,59.22281313910036
2020-03-13,67.93071607578169,154.97681406872138,89.31549835205078,60.500682240290445
2020-03-16,62.87327957704444,142.95468024638834,87.97250366210938,57.06662365270183
2020-03-17,62.51653302875141,141.18383971786494,92.88899993896484,56.09664189269421
2020-03-18,60.66975488014331,139.7480847719235,92.08300018310548,55.04994075985991
2020-03-19,61.35896164078844,143.72038128798528,97.25,57.42233951228538
2020-03-20,61.11386300197094,140.80099857992752,97.8499984741211,56.71838820983278
2020-03-23,55.45215566699075,134.55061142383002,95.97000122070312,53.152816591676384
2020-03-24,60.10917855165599,143.1939544165174,97.75,56.46182182723558
2020-03-25,62.671868780258336,147.72140631630424,97.51300048828124,57.1014970074779
2020-03-26,62.77622003802829,149.95157617905008,97.82450103759766,58.3624334086797
2020-03-27,62.09427759244869,148.257433486755,96.989501953125,57.34461915062074
2020-03-30,62.0093475048291,153.72287937037808,98.68150329589844,57.34213242939722
2020-03-31,63.70081709485802,157.72392705769573,99.6510009765625,58.458083824910496
2020-04-01,60.35912091217952,150.99496967051107,97.2480010986328,56.26702721110004
2020-04-02,59.49275506292741,148.8221222050345,96.37650299072266,55.93573095399749
2020-04-03,59.62623930857482,150.64080069189777,96.31649780273438,55.73744511904495
2020-04-06,63.85125642014358,159.37024249997808,99.9260025024414,59.32245290132051
2020-04-07,65.93589399470639,162.7203949496014,101.78600311279295,60.818529302753255
2020-04-08,64.88509036892265,159.53299367239637,102.1999969482422,60.52558895059071
2020-04-09,65.54032952455171,160.20301667185575,102.6500015258789,60.87880693991357
2020-04-10,65.54032952455171,160.20301667185575,102.6500015258789,60.87880693991357
2020-04-13,66.42125839971293,158.48009619305355,109.0,60.50666206471668
2020-04-14,69.95223619410436,166.30980949089667,114.5999984741211,63.55709820762928
2020-04-15,69.48628092008256,166.13750115848333,116.6685028076172,63.52521443511321
2020-04-16,69.94010189303526,169.68865150302491,123.0500030517578,63.4380295511721
2020-04-17,69.63674726381512,172.29214685003413,120.0,64.26702585267132
2020-04-20,68.35781862849281,171.09569728029905,122.2490005493164,63.6104093257928
2020-04-21,67.28275253901889,166.23323015638763,121.41549682617188,62.27425213481551
2020-04-22,67.4404966317663,166.54908705362303,119.6999969482422,63.76285379905656
2020-04-23,68.37483769193324,167.56373571044148,121.21099853515624,64.17486233966723
2020-04-24,68.68058478279482,167.0851433131064,121.02149963378906,63.65474872324669
2020-04-27,69.05190579194252,169.3249203646585,122.24400329589844,64.47128575857568
2020-04-28,69.36494515545422,168.14758096614784,118.6750030517578,64.00597434812428
2020-04-29,70.29681705834746,170.07152431727428,119.59449768066406,67.76185314940159
2020-04-30,71.47623056457492,172.67501046944872,123.75,67.25618653997351
2020-05-01,72.56103087905444,170.99040583781405,118.12200164794922,67.327435005306
2020-05-04,71.27241844220069,171.3349758174979,116.3489990234375,65.98430505914773
2020-05-05,73.04638718577591,175.78585325867564,117.5500030517578,68.30289816133721
2020-05-06,73.58998507405805,176.3123087755195,117.87249755859376,68.18731999160298
2020-05-07,74.05837857305957,176.64733872911614,118.8000030517578,68.55149783447298
2020-05-08,75.51933164317072,177.07804794901972,119.36199951171876,69.57977176792713
2020-05-11,77.1496439064148,179.480577895145,120.9834976196289,70.52085390400352
2020-05-12,77.79207364909227,179.0307054211164,120.9499969482422,70.46106910899933
2020-05-13,76.88201322973275,176.16874304424806,120.38500213623048,69.01631280049347
2020-05-14,75.38305384243762,172.9526058186347,119.56849670410156,67.6233591363203
2020-05-15,74.92313414173562,179.04985531053515,120.5500030517578,68.48075120129604
2020-05-18,77.01585284356766,178.2266669099593,121.6500015258789,69.38647134899308
2020-05-19,77.50736817025115,178.60956095328046,124.25,69.37301472678409
2020-05-20,77.75069971271533,178.38711523926915,125.00050354003906,70.34648942602318
2020-05-21,78.08406952411508,179.17418700775042,126.27249908447266,70.56718559705264
2020-05-22,77.6801225366079,177.05293154116515,123.49250030517578,70.59408566129582
2020-05-25,77.6801225366079,177.05293154116515,123.49250030517578,70.59408566129582
2020-05-26,78.89925602718259,179.01098721848516,123.0999984741211,71.99451473967798
2020-05-27,77.55359582351838,174.68211801691652,120.6790008544922,71.01008594637463
2020-05-28,78.70457981685169,176.75538700493465,121.84850311279295,71.96213022057283
2020-05-29,78.14734015890691,176.87055553063638,122.11849975585938,71.5770341183726
2020-06-01,78.43933305662227,175.65154461123888,123.84649658203124,71.81865051858213
2020-06-02,78.70456426226943,177.57123051143805,123.67649841308594,71.88940175563248
2020-06-03,79.37619506332315,178.47349013654497,124.4000015258789,72.18881201214307
2020-06-04,79.23505835292487,178.37751247051122,125.3769989013672,71.80570529874512
2020-06-05,80.72670465644849,180.19160827140416,124.43250274658205,72.05379744790729
2020-06-08,81.17688523826865,180.97868322299243,126.5,72.1883108306279
2020-06-09,84.09934224911986,183.04233621417097,131.32150268554688,73.12491517312255
2020-06-10,86.32829444981938,190.54830664042703,136.11749267578125,73.37252026786717
2020-06-11,85.42553148158305,187.8991843445912,133.56900024414062,72.31785251100503
2020-06-12,84.63223846471662,184.02137920431247,131.07400512695312,71.46643014655847
2020-06-15,84.1163662672843,183.1575397419374,129.1999969482422,70.99263883796326
2020-06-16,85.94626382585014,187.72641685743025,131.0,72.59534244597486
2020-06-17,86.48158312349922,188.4366636994321,132.75,72.84592690407887
2020-06-18,86.00710017036369,188.5998783740572,132.98199462890625,72.38609927120109
2020-06-19,86.76386617293707,191.28741555293973,134.8715057373047,71.96412575466351
2020-06-22,87.4695331919999,192.698364610736,135.75,72.28545481473795
2020-06-23,90.6134584535216,195.7603074164586,139.15550231933594,73.4935791055213
2020-06-24,89.73987283324034,195.0883607229013,139.8000030517578,73.52297212297677
2020-06-25,88.81763643178542,192.55438914435533,137.81149291992188,71.85551545856381
2020-06-26,88.8954936232834,191.86334897596743,139.1284942626953,71.59146814297863
2020-06-29,88.12900036647599,190.55795537859805,134.83999633789062,69.64752464958299
2020-06-30,89.0560934802323,196.19221269128647,138.48150634765625,70.94281884489254
2020-07-01,89.39189318717276,198.06390038374025,144.75,72.16240389341202
2020-07-02,90.14867187148856,199.6668595185785,147.7779998779297,74.15718040763036
2020-07-03,90.14867187148856,199.6668595185785,147.7779998779297,74.15718040763036
2020-07-06,91.44078222719904,202.65198332371176,152.99400329589844,75.22729491318063
2020-07-07,92.1318614031436,206.04981900940203,153.4774932861328,75.79124990468137
2020-07-08,92.83266025069597,204.696463349107,154.19850158691406,75.28558199438875
2020-07-09,93.75003795219516,207.69115979383565,159.69400024414062,76.18083893904442
2020-07-10,93.42154960385396,205.4835361435776,160.75,76.78864170854999
2020-07-13,97.29058186234047,207.1344431504569,167.21449279785156,78.53331741345096
2020-07-14,94.66253642553352,200.4635496170583,156.36900329589844,75.86498319457694
2020-07-15,96.60194074558854,202.84393163369344,154.91749572753906,76.53903647589908
2020-07-16,94.8085683480698,197.4399977562056,151.60000610351562,75.52173283177987
2020-07-17,94.55793025313056,196.80652956400527,151.1999969482422,75.89637177199131
2020-07-20,95.8743676462626,203.77500717297363,160.0679931640625,78.16714187775806
2020-07-21,96.60436824916565,205.34914936573205,162.0290069580078,79.06588061391737
2020-07-22,95.36335409074172,203.7750030084796,157.5,78.06599868334108
2020-07-23,94.48977758073065,202.4503921466108,154.9134979248047,78.23390376206329
2020-07-24,90.49178057488464,194.7140911881798,151.57899475097656,75.4978187147444
2020-07-27,92.37520659555678,195.7794832935648,154.89999389648438,76.60032314036948
2020-07-28,92.02966071554673,196.4801519215858,153.85450744628906,76.02490006928045
2020-07-29,92.6915218428662,196.43218000986812,151.95799255371094,76.38957630642854
2020-07-30,93.73058636306052,196.2498360771528,154.60000610351562,76.76621511310496
2020-07-31,103.57839550277168,196.86410709443905,162.34100341796875,74.97919408732075
2020-08-03,108.66167105374215,208.90057673251,159.1999969482422,74.6160098313244
2020-08-04,107.83675673192468,206.1458308108699,158.36199951171875,74.3858418003166
2020-08-05,107.44984441915976,206.3665440699104,160.67950439453125,74.23090931074083
2020-08-06,111.36270996964782,207.68158564013865,162.37350463867188,75.0414638688501
2020-08-07,110.8443633796673,207.03848532748648,162.04049682617188,75.72997944167348
2020-08-10,110.94187256781626,203.371859273302,158.62550354003906,75.08530788975622
2020-08-11,109.68153802602951,199.3117372004673,157.96099853515625,75.2492157961146
2020-08-12,110.45431580374148,201.83609819491352,158.71949768066406,75.31049447767546
2020-08-13,113.15290889313628,202.86313088844787,160.87600708007812,76.57093045908631
2020-08-14,112.13636854966512,201.1738460861627,158.91200256347656,75.71503560697212
2020-08-17,113.19677333095444,202.7095827034484,159.74850463867188,75.9138146755014
2020-08-18,113.11146597400622,203.8326034650633,166.0,77.58723726473458
2020-08-19,114.24499562094896,204.07514964683784,165.7949981689453,78.15966773297319
2020-08-20,115.44438550181256,206.86542641303612,165.63099670410156,78.72312323476095
2020-08-21,121.7581500452213,208.06814597837223,165.72000122070312,79.30651031281674
2020-08-24,125.57809477103142,207.3657128815187,169.01600646972656,80.14845763456078
2020-08-25,122.06286102018731,208.4145028900692,167.8699951171875,80.15343686372387
2020-08-26,123.83022293693548,213.6871673230036,172.58700561523438,82.34101106223622
2020-08-27,124.31047816436129,222.40436346593435,172.64999389648438,82.10186853182472
2020-08-28,123.2939271755795,221.91370185709368,171.6685028076172,81.77107659377141
2020-08-31,127.73793655138816,220.04706969413533,174.75,81.92800630889975
2020-09-01,131.44330113966103,218.8443862344576,175.69349670410156,82.66134643712245
2020-09-02,134.54411128513743,224.04967804549813,177.6125030517578,85.99326184572126
2020-09-03,125.63171109830373,220.6340089316547,174.42050170898438,84.69298091600302
2020-09-04,120.6197131497007,210.09831211126607,169.0749969482422,81.45422340222592
2020-09-07,120.6197131497007,210.09831211126607,169.0749969482422,81.45422340222592
2020-09-08,116.0270006347248,202.08349062755383,162.54249572753906,77.49656444782057
2020-09-09,116.17326959342994,206.71149507532343,165.15899658203125,77.65448770191628
2020-09-10,117.49942435010485,206.61528719660927,167.4945068359375,78.39879605198924
2020-09-11,112.36063179376237,200.7364654599557,160.86700439453125,76.65710424434029
2020-09-14,113.04318691497308,201.28488881997825,159.3695068359375,77.56879974493008
2020-09-15,115.87097054819286,201.8429173002233,158.75100708007812,77.26938879198397
2020-09-16,113.1114726487254,202.68001485495665,159.36199951171875,77.43778367605645
2020-09-17,109.40608398688912,196.5991366431224,151.47149658203125,74.6623454300348
2020-09-18,108.11893430232509,195.94487988980143,151.88999938964844,74.48996606174869
2020-09-21,107.44613627717712,195.0404272442857,148.10000610351562,71.74292896409321
2020-09-22,110.04962089953716,200.226484234231,156.69949340820312,72.93411073010083
2020-09-23,109.31832411053182,200.2264923513027,156.35000610351562,72.39156930532971
2020-09-24,107.5046416144481,197.79221510852776,153.46499633789062,71.6397921897541
2020-09-25,109.64010445196426,201.13090446530555,155.07699584960938,72.03585923361521
2020-09-28,112.44839487161504,204.52735780399723,158.7519989013672,73.38347461301063
2020-09-29,112.43862979442277,202.12195391801143,159.41299438476562,73.33415562365097
2020-09-30,114.34008328098176,203.95971283005656,160.6439971923828,74.04159062936886
2020-10-01,114.78861696573016,205.8936656407545,161.1999969482422,74.48349973165284
2020-10-02,112.49716155962612,203.0071261985201,159.7899932861328,73.68438235389186
2020-10-05,113.74527295614752,202.4491060800491,160.12649536132812,73.96686351696191
2020-10-06,113.22848541577432,202.22777173091453,159.10000610351562,73.95789339284698
2020-10-07,112.67265302880874,202.16045722958788,160.0,73.1832146889394
2020-10-08,113.50149291272724,203.19959202978103,161.6645050048828,74.13275995762241
2020-10-09,114.086563786486,207.6929018274482,164.44949340820312,75.31945693732641
2020-10-12,122.06286774169322,215.3901705401246,174.81199645996094,79.13412396919452
2020-10-13,122.26764773624912,216.6891634545465,174.61900329589844,78.97173150306381
2020-10-14,119.96639642799327,215.73659753325904,173.24400329589844,78.90645495748937
2020-10-15,118.1819741959685,212.02261820240025,167.79400634765625,78.28620846255698
2020-10-16,118.52324985437662,213.87958906415912,169.98300170898438,78.60056342329273
2020-10-19,117.42137467094597,213.88923779727745,166.4499969482422,78.91044782578675
2020-10-20,116.01725100908146,209.1457452787201,163.3000030517578,78.40777009705141
2020-10-21,115.75396346252074,208.71275803100272,161.69400024414062,80.46531667906677
2020-10-22,115.10064494149852,207.8853441988775,159.9375,80.37960798558139
2020-10-23,113.64776283593191,208.0970308607541,160.26649475097656,81.41088115636
2020-10-26,113.64776782516624,208.1547227098196,164.1490020751953,81.1846916659165
2020-10-27,114.35957774824622,206.5479128594136,164.58299255371094,79.8106776850853
2020-10-28,112.5556478095225,200.9384737594616,163.2010040283203,77.40988073140537
2020-10-29,114.01829672297497,199.51447954120584,162.8625030517578,79.15006883310937
2020-10-30,109.20131035013,196.5606569843389,158.35000610351562,83.76235480157268
2020-11-02,107.9239274305086,197.51318789577627,153.98550415039062,82.61252643628038
2020-11-03,108.71376013684448,200.24578171169347,153.7449951171875,82.65038470624353
2020-11-04,112.71167099792936,210.05980533830936,162.24249267578125,88.18183610365294
2020-11-05,116.64130635027132,215.6403801987278,168.33999633789062,89.26740226984975
2020-11-06,116.4323036892573,215.87127799998143,166.10000610351562,88.10560911915599
2020-11-09,119.15750989185466,219.4890419311931,164.4499969482422,90.51637235151792
2020-11-10,114.85967848302198,208.30870362044988,155.6999969482422,87.65126251758112
2020-11-11,116.85230965844065,209.79041246102312,156.95750427246094,87.8266148903884
2020-11-12,117.7314130027431,210.81993091272767,158.79400634765625,87.93024780902479
2020-11-13,116.8913821021024,209.1938718430691,157.08599853515625,88.5355508426952
2020-11-16,118.18071813326996,209.50176078856936,157.13499450683594,89.3929460898464
2020-11-17,117.86816796066498,209.4440436311972,159.46249389648438,88.53605320268133
2020-11-18,117.03791358767974,207.57101096307588,157.0,87.93124671158115
2020-11-19,116.29554592271136,205.50659431946275,156.25,87.85601451986335
2020-11-20,116.0122833606363,205.75741620286792,156.64450073242188,88.0986326654224
2020-11-23,114.88898878015578,204.79271612955355,156.9875030517578,86.98417459885138
2020-11-24,113.1600762396807,206.68349230699744,156.71249389648438,88.00497382203966
2020-11-25,114.03917519557103,207.68675895454567,159.89999389648438,88.19926492092006
2020-11-26,114.03917519557103,207.68675895454567,159.89999389648438,88.19926492092006
2020-11-27,114.76200852686044,208.6321550578909,160.8094940185547,89.5259668140809
2020-11-30,118.1612073576281,207.17547659970663,161.41949462890625,88.69546472193882
2020-12-01,120.60315308283556,209.6450793350196,162.44749450683594,90.75699628353414
2020-12-02,120.5054964393888,207.860405535866,161.60000610351562,91.30600791613692
2020-12-03,120.90595698113329,208.73828134614044,161.4320068359375,91.85850886844304
2020-12-04,120.0073131358714,207.7735933752452,159.91050720214844,91.1445856115015
2020-12-07,121.67760806582264,207.9279771591868,159.03799438476562,91.1341384390011
2020-12-08,122.07810188882368,209.2881221561944,159.2064971923828,90.47053652120316
2020-12-09,123.02555979189044,207.62886529655023,158.72149658203125,91.08829757012232
2020-12-10,120.99386342394624,205.55480829861727,157.10499572753906,88.42894177680988
2020-12-11,119.9096514398918,205.7863327174284,155.93350219726562,88.5445219658633
2020-12-14,120.48593076857054,208.5742776419708,159.52349853515625,89.16675845576526
2020-12-15,124.9302911359923,207.81213860990715,159.4250030517578,87.88141540591312
2020-12-16,125.3893640191804,212.336578091379,162.35000610351562,88.13599266663238
2020-12-17,126.57130313801186,213.08901539454547,163.17550659179688,88.01643990698383
2020-12-18,126.10243373072132,211.93139738087152,162.4709930419922,87.10224849458629
2020-12-21,125.33076878091636,216.0891964974776,161.34849548339844,86.53629486272519
2020-12-22,131.2891567050616,217.6616137780728,161.10000610351562,86.31759423712306
2020-12-23,129.35512803805244,215.6647068665788,160.50650024414062,86.89051128625628
2020-12-24,130.36121675094694,215.71292937755183,160.10000610351562,86.80582207984264
2020-12-25,130.36121675094694,215.71292937755183,160.10000610351562,86.80582207984264
2020-12-28,134.1511218894807,218.0475087218652,165.1999969482422,89.02726225465624
2020-12-29,135.56746024422537,219.1568467796806,167.53250122070312,89.10050235919063
2020-12-30,132.83243963312395,217.6616331779801,167.10499572753906,88.06874940836167
2020-12-31,131.6114892963398,215.1244750031849,164.14599609375,87.557601623684
